輯別	書名	文章題名	作品描述(或後記)內容	推定日期	推斷來源	總字數	檔案名稱
第六輯 自傳、遊記類	真正大好年	一一、美國遭受九一一恐怖攻擊事件		2003.09	年譜附錄聖嚴法師重要著述所載出書日	3,772	06-13-012.txt
第六輯 自傳、遊記類	真正大好年	一二、忙碌的三個半月		2003.09	年譜附錄聖嚴法師重要著述所載出書日	4,693	06-13-013.txt
第六輯 自傳、遊記類	真正大好年	一三、大好月的媒體響應		2003.09	年譜附錄聖嚴法師重要著述所載出書日	2,364	06-13-014.txt
第六輯 自傳、遊記類	真正大好年	一四、出席高峰會的諮詢委員會		2003.09	年譜附錄聖嚴法師重要著述所載出書日	1,890	06-13-015.txt
第六輯 自傳、遊記類	真正大好年	一五、墨西哥海邊打禪七		2003.09	年譜附錄聖嚴法師重要著述所載出書日	4,741	06-13-016.txt
第六輯 自傳、遊記類	真正大好年	一六、拉丁美洲的新經驗		2003.09	年譜附錄聖嚴法師重要著述所載出書日	5,032	06-13-017.txt
第六輯 自傳、遊記類	真正大好年	一七、東西岸的三場演講和九一一百日祭	二○○一年十二月十九日法鼓山聖嚴代表中國佛教界祈禱	#NAME?	年譜附錄聖嚴法師重要著述所載出書日	4,438	06-13-018.txt
第六輯 自傳、遊記類	真正大好年	一八、第四屆中華國際佛學會議		2003.09	年譜附錄聖嚴法師重要著述所載出書日	1,376	06-13-019.txt
第六輯 自傳、遊記類	真正大好年	一九、大型皈依．一等獎章．聯合婚禮		2003.09	年譜附錄聖嚴法師重要著述所載出書日	863	06-13-020.txt
第六輯 自傳、遊記類	真正大好年	二○、出席世界經濟論壇會議		2003.09	年譜附錄聖嚴法師重要著述所載出書日	2,919	06-13-021.txt
第六輯 自傳、遊記類	真正大好年	二一、三場寒假千人禪修會		2003.09	年譜附錄聖嚴法師重要著述所載出書日	2,005	06-13-022.txt
第六輯 自傳、遊記類	真正大好年	二二、第一次在法鼓山上過春節		2003.09	年譜附錄聖嚴法師重要著述所載出書日	1,230	06-13-023.txt
第六輯 自傳、遊記類	真正大好年	二三、兩場「心靈環保」演講		2003.09	年譜附錄聖嚴法師重要著述所載出書日	1,425	06-13-024.txt
第六輯 自傳、遊記類	真正大好年	二四、佛指舍利到臺灣		2003.09	年譜附錄聖嚴法師重要著述所載出書日	3,303	06-13-025.txt
第六輯 自傳、遊記類	真正大好年	二五、千人菩薩戒．兩個禪七．地震關懷		2003.09	年譜附錄聖嚴法師重要著述所載出書日	1,893	06-13-026.txt
第六輯 自傳、遊記類	真正大好年	二六、初訪曼谷出席世界宗教暨精神領袖理事會		2003.09	年譜附錄聖嚴法師重要著述所載出書日	2,243	06-13-027.txt
第六輯 自傳、遊記類	真正大好年	二七、我是貴賓		2003.09	年譜附錄聖嚴法師重要著述所載出書日	2,125	06-13-028.txt
第六輯 自傳、遊記類	真正大好年	二八、第一位主題演講人的演講詞		2003.09	年譜附錄聖嚴法師重要著述所載出書日	2,268	06-13-029.txt
第六輯 自傳、遊記類	真正大好年	二九、主席的工作		2003.09	年譜附錄聖嚴法師重要著述所載出書日	1,413	06-13-030.txt
第六輯 自傳、遊記類	真正大好年	三○、把心靈環保推向世界		2003.09	年譜附錄聖嚴法師重要著述所載出書日	1,667	06-13-031.txt
第六輯 自傳、遊記類	真正大好年	三一、成立世界宗教暨精神領袖理事會		2003.09	年譜附錄聖嚴法師重要著述所載出書日	1,390	06-13-032.txt
第六輯 自傳、遊記類	真正大好年	三二、華人佛教和新佛教		2003.09	年譜附錄聖嚴法師重要著述所載出書日	3,682	06-13-033.txt
第六輯 自傳、遊記類	真正大好年	三三、佛教的人數最多		2003.09	年譜附錄聖嚴法師重要著述所載出書日	1,185	06-13-034.txt
第六輯 自傳、遊記類	真正大好年	三四、參觀了幾處名勝		2003.09	年譜附錄聖嚴法師重要著述所載出書日	3,854	06-13-035.txt
第六輯 自傳、遊記類	真正大好年	三五、司機口頭的泰國佛教		2003.09	年譜附錄聖嚴法師重要著述所載出書日	1,041	06-13-036.txt
第六輯 自傳、遊記類	真正大好年	三六、許多的第一次		2003.09	年譜附錄聖嚴法師重要著述所載出書日	5,211	06-13-037.txt
第六輯 自傳、遊記類	真正大好年	三七、《天台心鑰》得到中山學術著作獎		2003.09	年譜附錄聖嚴法師重要著述所載出書日	1,030	06-13-038.txt
第六輯 自傳、遊記類	真正大好年	三八、大陸古佛頭的因緣		2003.09	年譜附錄聖嚴法師重要著述所載出書日	1,432	06-13-039.txt
第六輯 自傳、遊記類	真正大好年	三九、「流轉．聚首」的展覽會		2003.09	年譜附錄聖嚴法師重要著述所載出書日	1,527	06-13-040.txt
第六輯 自傳、遊記類	真正大好年	四○、佛頭的送迎		2003.09	年譜附錄聖嚴法師重要著述所載出書日	2,064	06-13-041.txt
第六輯 自傳、遊記類	真正大好年	四一、佛頭回到四門塔		2003.09	年譜附錄聖嚴法師重要著述所載出書日	2,850	06-13-042.txt
第六輯 自傳、遊記類	真正大好年	四二、兩場演講		2003.09	年譜附錄聖嚴法師重要著述所載出書日	2,889	06-13-043.txt
第六輯 自傳、遊記類	真正大好年	四三、訪問北京		2003.09	年譜附錄聖嚴法師重要著述所載出書日	2,883	06-13-044.txt
第六輯 自傳、遊記類	真正大好年	四四、大靈巖寺		2003.09	年譜附錄聖嚴法師重要著述所載出書日	2,635	06-13-045.txt
第六輯 自傳、遊記類	真正大好年	四五、神通寺和四門塔		2003.09	年譜附錄聖嚴法師重要著述所載出書日	3,462	06-13-046.txt
第六輯 自傳、遊記類	五百菩薩走江湖	自序	二○○三年六月十日聖嚴序於臺北農禪寺	#NAME?	作品陳述所載日期	1,031	06-14-001.txt
第六輯 自傳、遊記類	五百菩薩走江湖	一、籌備了三年		2003.10	年譜附錄聖嚴法師重要著述所載出書日	1,789	06-14-002.txt
第六輯 自傳、遊記類	五百菩薩走江湖	二、出發前的叮嚀		2003.10	年譜附錄聖嚴法師重要著述所載出書日	2,815	06-14-003.txt
第六輯 自傳、遊記類	五百菩薩走江湖	三、抵達廣州市		2003.10	年譜附錄聖嚴法師重要著述所載出書日	1,049	06-14-004.txt
第六輯 自傳、遊記類	五百菩薩走江湖	四、六祖落髮的光孝寺		2003.10	年譜附錄聖嚴法師重要著述所載出書日	2,161	06-14-005.txt
第六輯 自傳、遊記類	五百菩薩走江湖	五、韶關曹溪的南華禪寺		2003.10	年譜附錄聖嚴法師重要著述所載出書日	3,214	06-14-006.txt
第六輯 自傳、遊記類	五百菩薩走江湖	六、乳源雲門山的大覺禪寺		2003.10	年譜附錄聖嚴法師重要著述所載出書日	4,198	06-14-007.txt
第六輯 自傳、遊記類	五百菩薩走江湖	七、壽比南山的祝聖寺		2003.10	年譜附錄聖嚴法師重要著述所載出書日	2,485	06-14-008.txt
第六輯 自傳、遊記類	五百菩薩走江湖	八、南嶽名享中日兩國		2003.10	年譜附錄聖嚴法師重要著述所載出書日	1,337	06-14-009.txt
第六輯 自傳、遊記類	五百菩薩走江湖	九、懷讓磨鏡台．石頭南台寺		2003.10	年譜附錄聖嚴法師重要著述所載出書日	2,425	06-14-010.txt
第六輯 自傳、遊記類	五百菩薩走江湖	一○、天台及禪宗的祖庭福嚴寺		2003.10	年譜附錄聖嚴法師重要著述所載出書日	3,105	06-14-011.txt
第六輯 自傳、遊記類	五百菩薩走江湖	一一、長沙市的麓山寺		2003.10	年譜附錄聖嚴法師重要著述所載出書日	2,302	06-14-012.txt
第六輯 自傳、遊記類	五百菩薩走江湖	一二、豪華的神農大酒店		2003.10	年譜附錄聖嚴法師重要著述所載出書日	2,359	06-14-013.txt
第六輯 自傳、遊記類	五百菩薩走江湖	一三、瀏陽大瑤的石霜寺		2003.10	年譜附錄聖嚴法師重要著述所載出書日	3,320	06-14-014.txt
第六輯 自傳、遊記類	五百菩薩走江湖	一四、青原山的淨居寺		2003.10	年譜附錄聖嚴法師重要著述所載出書日	2,813	06-14-015.txt
第六輯 自傳、遊記類	五百菩薩走江湖	一五、洪州宗的本道場佑民寺		2003.10	年譜附錄聖嚴法師重要著述所載出書日	1,640	06-14-016.txt
第六輯 自傳、遊記類	五百菩薩走江湖	一六、佑民寺的制度規約		2003.10	年譜附錄聖嚴法師重要著述所載出書日	3,158	06-14-017.txt
第六輯 自傳、遊記類	五百菩薩走江湖	一七、洞山的普利禪寺		2003.10	年譜附錄聖嚴法師重要著述所載出書日	4,321	06-14-018.txt
第六輯 自傳、遊記類	五百菩薩走江湖	一八、百丈山的百丈禪寺		2003.10	年譜附錄聖嚴法師重要著述所載出書日	5,835	06-14-019.txt
第六輯 自傳、遊記類	五百菩薩走江湖	一九、馬祖的道場寶峰禪寺		2003.10	年譜附錄聖嚴法師重要著述所載出書日	7,299	06-14-020.txt
第六輯 自傳、遊記類	五百菩薩走江湖	二○、雲居山的真如禪寺		2003.10	年譜附錄聖嚴法師重要著述所載出書日	3,661	06-14-021.txt
第六輯 自傳、遊記類	五百菩薩走江湖	二一、九江市區的能仁寺		2003.10	年譜附錄聖嚴法師重要著述所載出書日	1,575	06-14-022.txt
第六輯 自傳、遊記類	五百菩薩走江湖	二二、江西廬山的大林寺		2003.10	年譜附錄聖嚴法師重要著述所載出書日	1,914	06-14-023.txt
第六輯 自傳、遊記類	五百菩薩走江湖	二三、蓮宗初祖的東林寺		2003.10	年譜附錄聖嚴法師重要著述所載出書日	2,010	06-14-024.txt
第六輯 自傳、遊記類	五百菩薩走江湖	二四、慧遠塔院．西林寺		2003.10	年譜附錄聖嚴法師重要著述所載出書日	3,293	06-14-025.txt
第六輯 自傳、遊記類	五百菩薩走江湖	二五、禪宗四祖的正覺禪寺		2003.10	年譜附錄聖嚴法師重要著述所載出書日	4,872	06-14-026.txt
第六輯 自傳、遊記類	五百菩薩走江湖	二六、未上五祖山，去到三祖寺		2003.10	年譜附錄聖嚴法師重要著述所載出書日	3,216	06-14-027.txt
第六輯 自傳、遊記類	五百菩薩走江湖	二七、從合肥到福州		2003.10	年譜附錄聖嚴法師重要著述所載出書日	812	06-14-028.txt
第六輯 自傳、遊記類	五百菩薩走江湖	二八、福清市黃檗山的萬福寺		2003.10	年譜附錄聖嚴法師重要著述所載出書日	4,034	06-14-029.txt
第六輯 自傳、遊記類	五百菩薩走江湖	二九、福州怡山的西禪寺		2003.10	年譜附錄聖嚴法師重要著述所載出書日	1,442	06-14-030.txt
第六輯 自傳、遊記類	五百菩薩走江湖	三○、接見貴賓、記者與關懷團員		2003.10	年譜附錄聖嚴法師重要著述所載出書日	1,424	06-14-031.txt
第六輯 自傳、遊記類	五百菩薩走江湖	三一、閩侯雪峰山的崇聖禪寺		2003.10	年譜附錄聖嚴法師重要著述所載出書日	2,977	06-14-032.txt
第六輯 自傳、遊記類	五百菩薩走江湖	三二、石鼓山的湧泉寺		2003.10	年譜附錄聖嚴法師重要著述所載出書日	2,974	06-14-033.txt
第六輯 自傳、遊記類	五百菩薩走江湖	三三、莆田南山的廣化寺		2003.10	年譜附錄聖嚴法師重要著述所載出書日	2,836	06-14-034.txt
第六輯 自傳、遊記類	五百菩薩走江湖	三四、泉州的開元寺		2003.10	年譜附錄聖嚴法師重要著述所載出書日	3,867	06-14-035.txt
第六輯 自傳、遊記類	五百菩薩走江湖	三五、圓緣晚會		2003.10	年譜附錄聖嚴法師重要著述所載出書日	1,654	06-14-036.txt
第六輯 自傳、遊記類	五百菩薩走江湖	三六、廈門的南普陀寺		2003.10	年譜附錄聖嚴法師重要著述所載出書日	3,964	06-14-037.txt
第六輯 自傳、遊記類	聖嚴法師學思歷程	自序	一九九三年四月二十六日聖嚴自序於香港麗奧飯店	#NAME?	作品陳述所載日期	1,469	06-15-001.txt
第六輯 自傳、遊記類	聖嚴法師學思歷程	童年和少年		1992.12	作品陳述所載日期	8,111	06-15-002.txt
第六輯 自傳、遊記類	聖嚴法師學思歷程	軍中的歲月		1992.12	作品陳述所載日期	11,965	06-15-003.txt
第六輯 自傳、遊記類	聖嚴法師學思歷程	出家與回家		1992.12	作品陳述所載日期	4,122	06-15-004.txt
第六輯 自傳、遊記類	聖嚴法師學思歷程	戒律與阿含		1992.12	作品陳述所載日期	4,663	06-15-005.txt
第六輯 自傳、遊記類	聖嚴法師學思歷程	宗教與歷史		1992.12	作品陳述所載日期	6,579	06-15-006.txt
第六輯 自傳、遊記類	聖嚴法師學思歷程	留學生涯		1992.12	作品陳述所載日期	4,393	06-15-007.txt
第六輯 自傳、遊記類	聖嚴法師學思歷程	日本佛教的面面觀		1992.12	作品陳述所載日期	9,739	06-15-008.txt
第六輯 自傳、遊記類	聖嚴法師學思歷程	我的博士論文		1992.12	作品陳述所載日期	7,900	06-15-009.txt
第六輯 自傳、遊記類	聖嚴法師學思歷程	東方和西方		1992.12	作品陳述所載日期	7,976	06-15-010.txt
第六輯 自傳、遊記類	聖嚴法師學思歷程	遊歷和寫作		1992.12	作品陳述所載日期	8,244	06-15-011.txt
第六輯 自傳、遊記類	聖嚴法師學思歷程	站在路口看街景	（脫稿於一九九二年十二月十九日的紐約東初禪寺）	#NAME?	作品陳述所載日期	6,577	06-15-012.txt
第六輯 自傳、遊記類	聖嚴法師學思歷程	附錄 拿到博士的那一天	（轉載自《中央日報》，刊於《法鼓》雜誌五十八─五十九期）	1994.10	作品陳述-年譜所載《法鼓》出刊日	3,182	06-15-013.txt
第六輯 自傳、遊記類	美好的晚年	代序 告誡眾弟子書	二○○六年三月十二日聖嚴手書	#NAME?	作品陳述所載日期	1,439	06-16-002.txt
第六輯 自傳、遊記類	美好的晚年	楔子 我的晚年是非常美好的	二○○八年四月二十九日口述於中正精舍	#NAME?	作品陳述所載日期	372	06-16-003.txt
第六輯 自傳、遊記類	美好的晚年	一、我的病  二○○五年十二月十五日口述於中正精舍		2010.02	年譜附錄聖嚴法師重要著述所載出書日	6,642	06-16-004.txt
第六輯 自傳、遊記類	美好的晚年	二、法鼓山落成開山  二○○五年十月記事		2010.02	年譜附錄聖嚴法師重要著述所載出書日	3,960	06-16-005.txt
第六輯 自傳、遊記類	美好的晚年	三、漢傳佛教的未來  二○○五年十一至十二月記事		2010.02	年譜附錄聖嚴法師重要著述所載出書日	5,221	06-16-006.txt
第六輯 自傳、遊記類	美好的晚年	四、晚年的貢獻  二○○六年一至三月記事		2010.02	年譜附錄聖嚴法師重要著述所載出書日	9,054	06-16-007.txt
第六輯 自傳、遊記類	美好的晚年	附錄 病中手書	編案：此書為二○○六年三月，師父親筆留下的病中記事手稿。詳盡地記述了二○○五年九月，因左腎腫瘤住進臺大醫院的治療過程。	2006.03	內文他處所載日期	2,172	06-16-008.txt
第六輯 自傳、遊記類	美好的晚年	五、珍惜生命  二○○六年四至六月記事		2010.02	年譜附錄聖嚴法師重要著述所載出書日	3,884	06-16-009.txt
第六輯 自傳、遊記類	美好的晚年	六、承先啟後，繼起有人  二○○六年七至九月記事		2010.02	年譜附錄聖嚴法師重要著述所載出書日	3,169	06-16-010.txt
第六輯 自傳、遊記類	美好的晚年	七、最後一次美國行  二○○六年十至十二月記事		2010.02	年譜附錄聖嚴法師重要著述所載出書日	7,390	06-16-011.txt
第六輯 自傳、遊記類	美好的晚年	八、遊心禪悅  二○○七年一至三月記事		2010.02	年譜附錄聖嚴法師重要著述所載出書日	8,419	06-16-012.txt
